OBJECTID;IDESTACION;CODIGOESTACION;DENOMINACION;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
1683;8_18299;18299;PºERMITA-TANATORIO;74;28918;3;B1;435203;4465954;1
1684;8_18293;18293;AV.REINA SOFÍA-BIBLIOTECA;74;28919;5;B1;436236;4466242;1
1685;8_18296;18296;AV.REINA SOFÍA-CENTRO COMERCIAL;74;28919;5;B1;436457;4466285;1
1686;8_18297;18297;AV.REINA SOFÍA-C.C.PLAZA NUEVA;74;28918;3;B1;435586;4466260;1
1687;8_08977;8977;AV.PORTUGAL-CONCESIONARIO;92;28935;4;B2;423577;4462310;5
1688;8_18298;18298;AV.REINA SOFÍA-C.C.PLAZA NUEVA;74;28918;3;B1;435668;4466243;1
1689;8_17037;17037;AV.ASTRONOMÍA-VENUS;130;28850;1;B2;457806;4477833;1
1690;8_16602;16602;SAN PEDRO-OPORTO;74;28917;6;B1;434011;4467725;1
1691;8_17920;17920;MEDITERRÁNEO-VÍCTIMAS DEL TERRORISMO;7;28922;4;B1;428977;4465102;2
1692;8_06058;6058;JESUSA LARA-PARQUE PRADOGRANDE;152;28250;1;B3;419516;4492578;1, 2, 4, 5
1693;8_06092;6092;JESUSA LARA-PARQUE PRADOGRANDE;152;28250;1;B3;419531;4492540;1, 2, 4, 5
1694;8_16324;16324;TRABAJADORAS COTTON-GTA.JULIANA EYBECK;161;28342;2;B3;441527;4451078;7
1695;8_13164;13164;AV.LAGO-DEPURADORA;152;28250;1;B3;424089;4491692;4, 5
1696;8_13166;13166;AV.LAGO-COLEGIO;152;28250;1;B3;424050;4491317;4, 5
1697;8_06607;6607;ZURBARÁN-AV.REMEDIOS;45;28770;1;B3;435006;4502731;1, 2
1698;8_06618;6618;DOCTOR DE LA MORENA-COLEGIO;45;28770;1;B3;435759;4501519;1
1699;8_06620;6620;ZURBARÁN-MADRID;45;28770;1;B3;434757;4502699;1, 2
1700;8_06625;6625;NARROS DEL CASTILLO-GTA.MÚSICOS;45;28770;1;B3;434464;4502364;2
1701;8_08414;8414;AV.LIBERTAD-ESTACIÓN DE SERVICIO;45;28770;1;B3;435433;4501687;1
1702;8_07672;7672;AV.EUROPA-EST.AVENIDA EUROPA;115;28224;2;B1;432765;4476887;2
1703;8_09545;9545;LEGANÉS-HOSPITAL DE GETAFE;65;28904;3;B1;437329;4462862;2, 6
1704;8_09547;9547;GLORIETA A42-HOSPITAL DE GETAFE;65;28907;3;B1;437307;4462934;4
1705;8_06176;6176;AV.GUADARRAMA-AV.REYES CATÓLICOS;80;28220;1;B2;426328;4481605;2
1706;8_09937;9937;PºJUAN JOSÉ ROSÓN-EST.ARROYO CULEBRO;65;28905;3;B1;435789;4460274;2
1707;8_09941;9941;AV.JUAN DE LA CIERVA-PZA.ESPAÑA;65;28902;4;B1;438500;4462618;6
1708;8_12025;12025;AV.PABLO IGLESIAS-CENTRO COMERCIAL;58;28942;9;B2;429320;4461837;4
1709;8_16012;16012;TORNEROS-HERREROS;65;28906;4;B1;441015;4462402;Pi1
1710;8_10807;10807;AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA;65;28903;4;B1;439670;4462929;3
1711;8_16213;16213;RÍO TAJO-VALDELACEA;15;28939;1;B3;421517;4459058;1
1712;8_10806;10806;AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA;65;28903;4;B1;439700;4462930;3
1713;8_10808;10808;AV.DON JUAN BORBÓN-PLAZA DE TOROS;65;28903;4;B1;439493;4463266;3, 4
1714;8_16075;16075;JUAN GRIS-AV.VELÁZQUEZ;123;28529;1;B2;455870;4465446;1
1715;8_16064;16064;MIGUEL GILA-JAVIER MARÍAS;123;28529;1;B1;455876;4466816;1
1716;8_18300;18300;PºERMITA-TANATORIO;74;28918;3;B1;435241;4465992;1
1717;8_11641;11641;VALDEMARÍA-GALEÓN;14;28500;1;B3;463089;4460630;1, 2
1718;8_11731;11731;VALDEMARÍA-CANOA;14;28500;1;B3;463302;4460665;1, 2
1719;8_15866;15866;AV.INSTITUTO-AV.VALDEMARÍA;14;28500;1;B3;462550;4460847;1
1720;8_12922;12922;CTRA.DAGANZO-ESCUELA INFANTIL;5;28806;3;B3;467791;4482826;9
1721;8_18319;18319;GRANADA-CTRA.M406;74;28914;5;B1;436362;4463710;1
1722;8_12983;12983;PARLA-CENTRO DE SALUD;161;28340;2;B3;441781;4449502;3
1723;8_18321;18321;ZAMORA-CUENCA;74;28914;5;B1;436011;4463616;1
1724;8_18322;18322;ZAMORA-CÓRDOBA;74;28914;5;B1;436031;4463621;1
1725;8_13186;13186;AV.PARDO-URB.ARROYO DE TROFA;152;28250;1;B3;423103;4492956;5
1726;8_18323;18323;PONTEVEDRA-HUELVA;74;28914;1;B1;435660;4463567;1
1727;8_18324;18324;PONTEVEDRA-HUELVA;74;28914;1;B1;435653;4463581;1
1728;8_13087;13087;AV.ABOGADOS DE ATOCHA-COLEGIO;132;28330;1;B3;451747;4451820;L-1
1729;8_07810;7810;ARANJUEZ-BELÉN;106;28980;1;B2;434055;4454835;1
1730;8_13105;13105;REAL-EST.LA BALLENA;106;28981;1;B2;434880;4455633;3
1731;8_13107;13107;AV.LAGUNAS-LAGUNA PARK;106;28980;1;B2;434543;4455730;3
1732;8_13109;13109;AV.LAGUNAS-BAHÍA DE LOS LAGOS;106;28980;1;B2;434186;4455504;3
1733;8_13132;13132;PºPARQUES-CTRA.A1;6;28109;1;B1;444622;4485162;3
1734;8_13141;13141;AV.CASTILLO OLIVARES-POLICIA LOCAL;152;28250;1;B3;421657;4491592;1
1735;8_13142;13142;AV.CASTILLO OLIVARES-HOTEL;152;28250;1;B3;421809;4491790;1
1736;8_13144;13144;AV.CONDE DE LAS ALMENAS-BIBLIOTECA;152;28250;1;B3;421808;4492204;4
1737;8_13145;13145;CTRA.M618-BIBLIOTECA;152;28250;1;B3;421818;4492255;5
1738;8_13149;13149;AV.PARDO-URB.PEÑALAR;152;28250;1;B3;422693;4492907;4
1739;8_13150;13150;AV.PARDO-URB.ARROYO DE TROFA;152;28250;1;B3;423102;4492946;4
1740;8_13151;13151;AV.PARDO-URB.MONTEALEGRE;152;28250;1;B3;423816;4492982;4
1741;8_06627;6627;MOLINO DEL VIENTO-AUDITORIO;45;28770;1;B3;434687;4501993;2
1742;8_06636;6636;AV.INDUSTRIA-YUNQUE;903;28760;1;B2;440693;4496406;1, 3
1743;8_06637;6637;AV.INDUSTRIA-YUNQUE;903;28760;1;B2;440684;4496384;2
1744;8_06642;6642;AV.COLMENAR VIEJO-GUARDIA CIVIL;903;28760;1;B2;440032;4496271;2
1745;8_06862;6862;DALIA-KERRIA;6;28109;1;B1;445385;4485800;3, 5
1746;8_17208;17208;GTA.LAS AMAZONAS-HOMERO;161;28341;1;B3;441570;4447609;6, 7
1747;8_15418;15418;NARCISO MONTURIOL-LEO.TORRES QUEVEDO;161;28340;1;B3;443379;4447153;5
1748;8_15890;15890;CºSANTOS-AV.VEGA;14;28500;1;B3;461901;4463257;4
1749;8_15891;15891;CºSANTOS-GOLONDRINAS;14;28500;1;B3;462214;4463204;4
1750;8_18571;18571;ALICANTE-TARRAGONA;15;28939;1;B3;423250;4458017;1
1751;8_06138;6138;AV.ESPAÑA-COMUNIDAD CASTILLA LEÓN;127;28230;1;B2;425453;4482563;1, 2
1752;8_15838;15838;SAN JOSÉ-CRUZ VERDE;40;28350;2;B3;447352;4445383;1
1753;8_17207;17207;GTA.LAS SIRENAS-AV.MEDITERRÁNEO;161;28341;1;B3;441672;4447864;3, 6, 7
1754;8_18572;18572;ALICANTE-CASTELLÓN DE LA PLANA;15;28939;1;B3;423266;4458027;1
1755;8_12905;12905;NORIAS-INSTITUTO;80;28220;2;B2;427547;4480544;1
1756;8_11385;11385;MORERAS-C.C.CENTRO OESTE;80;28220;2;B2;426395;4478685;1
1757;8_12994;12994;FRAGATA-BAJEL;80;28220;1;B2;425852;4479300;1, 2
1758;8_06429;6429;SANTA BRÍGIDA-NORIAS;80;28221;2;B2;426685;4480514;2
1759;8_12644;12644;ROSALÍA DE CASTRO-BENITO PÉREZ GALDÓS;15;28939;1;B3;422365;4457513;1
1760;8_15833;15833;SAN FRANCISCO-CRUZ VERDE;40;28350;2;B3;447255;4445182;1
1761;8_18650;18650;CºSAN MARCOS-AVERROES;58;28942;7;B2;430113;4460257;4
1762;8_08342;8342;PºJUAN JOSÉ ROSÓN-CIENCIAS;65;28905;3;B1;435887;4460366;2
1763;8_18651;18651;CºSAN MARCOS-CAMPO FERNANDO TORRES;58;28942;7;B2;429756;4460592;4
1764;8_08343;8343;SDA.P.CHARLIE RIVEL-ALTO DE LA PEDRIZA;65;28905;3;B1;435985;4460367;2
1765;8_18652;18652;CºSAN MARCOS-CAMPO FERNANDO TORRES;58;28942;7;B2;429719;4460600;4
1766;8_18869;18869;FUNDICIÓN-CÉSAR MANRIQUE;123;28522;1;B1;453977;4467445;1
1767;8_18875;18875;AV.JOSÉ HIERRO-COLEGIO;123;28521;1;B1;455206;4466621;1
1768;8_13153;13153;AV.PARDO-AV.MONTE;152;28250;1;B3;424867;4492924;4
1769;8_13155;13155;AV.LOMA Nº38;152;28250;1;B3;425085;4492564;4
1770;8_13156;13156;AV.RODEO-AV.LOMA;152;28250;1;B3;424905;4492388;4
1771;8_06652;6652;MAJADA-AV.INDUSTRIA;903;28760;1;B2;441121;4494969;1, 3
1772;8_06654;6654;AV.INDUSTRIA-IMPRENTA;903;28760;1;B2;441077;4495463;1, 3
1773;8_06655;6655;AV.INDUSTRIA-IMPRENTA;903;28760;1;B2;441053;4495463;2
1774;8_06656;6656;AV.INDUSTRIA-BATANES;903;28760;1;B2;441151;4496062;1, 3
1775;8_06657;6657;AV.INDUSTRIA-BATANES;903;28760;1;B2;441131;4496047;2
1776;8_06660;6660;AV.COLMENAR VIEJO-DESCUBRIDORES;903;28760;1;B2;439667;4495803;1, 3, 4, 5
1777;8_06661;6661;AV.COLMENAR VIEJO-AYUNTAMIENTO;903;28760;1;B2;439562;4495566;2, 4, 5
1778;8_15826;15826;JERÓNIMO DEL MORAL-MIRLO;40;28350;3;B3;447068;4446496;1
1779;8_08048;8048;AV.ISABEL LA CATÓLICA-POLIDEPORTIVO;113;28320;2;B2;440605;4455340;1
1780;8_06547;6547;AV.EUROPA-AV.ESPAÑA;115;28224;1;B1;431837;4476496;2
1781;8_06549;6549;AV.EUROPA-HOLANDA;115;28224;1;B1;431868;4476469;3
1782;8_16233;16233;ANTONIO VAN DE PERE-GABRIELA MISTRAL;161;28342;2;B3;441791;4450608;4
1783;8_16234;16234;ANTONIO VAN DE PERE-MARÍA MOLINER;161;28342;2;B3;441666;4450182;4
1784;8_16722;16722;FELICIDAD-CENTRO DE SALUD;14;28500;1;B3;462316;4462496;1, 4
1785;8_16123;16123;ISABEL II-EST.ISABEL II;106;28982;1;B2;435002;4453872;2
1786;8_17074;17074;DÁMASO ALONSO-GTA.VICENTE ALEIXANDRE;5;28806;8;B3;468280;4483228;7, 1B
1787;8_06381;6381;CTRA.MORALZARZAL-EL ROBLE;47;28400;1;B3;415693;4499359;1, 2, 3, 4, 6
1788;8_15182;15182;PINTO-PICASSO;106;28982;1;B2;435561;4454871;3
1789;8_18877;18877;AV.JOSÉ HIERRO-ESCUELA INFANTIL;123;28521;1;B1;455459;4466393;1
1790;8_18878;18878;AV.JOSÉ HIERRO-CLARA SÁNCHEZ;123;28521;1;B1;455478;4466412;1
1791;8_08965;8965;RONDA DE SAN JUAN-PºDE LA ESTACION;96;28600;1;B3;414120;4460984;1
1792;8_15213;15213;AV.LAZAREJO-SANTOLINA;127;28232;1;B2;421452;4485799;1
1793;8_15227;15227;MONTE DEL FRAILE-URB.MONTE ESCORIAL;131;28200;1;C1;404952;4495709;4
1794;8_15230;15230;POZAS-ESCRITORES;131;28200;1;C1;404149;4495216;4
1795;8_15315;15315;ISAAC ALBÉNIZ-ALMERÍA;6;28100;1;B1;445519;4489318;10
1796;8_15319;15319;AV.ERMITA-C.C.LA VEGA;6;28108;1;B1;446256;4487571;11
1797;8_08974;8974;AV.PORTUGAL-POL.IND.LAS MONJAS;92;28935;1;B2;424007;4462661;5
1798;8_17518;17518;CAMINO ANCHO-PºMARQUESA VIUDA ALDAMA;6;28109;1;B1;447637;4485611;1
1799;8_18876;18876;AV.JOSÉ HIERRO-JOVELLANOS;123;28521;1;B1;455217;4466643;1
1800;8_08022;8022;AV.BELÉN-MANUEL DE FALLA;40;28350;2;B3;446577;4445402;1
1801;8_08179;8179;CTRA.M506-POL.IND.CALLFERSA;58;28942;9;B2;429057;4462747;1, N5
1802;8_08180;8180;CTRA.M506-URB.PARQUE MIRAFLORES;58;28942;6;B2;428780;4463171;1, N5
1803;8_06457;6457;SAN JOSÉ OBRERO-COLEGIO;115;28224;2;B1;432612;4477486;3
1804;8_13047;13047;Cº FONDA TRINIDAD-URB.LA BALCONADA;47;28400;1;B3;415577;4498941;6
1805;8_13053;13053;AV.CERRO DEL TELÉGRAFO-ROBLEDAL;123;28529;1;B1;456004;4468114;1
1806;8_12692;12692;AV.CARLOS III-GTA.FELIPE IV;5;28806;3;B3;466464;4481378;1A
1807;8_13070;13070;LIMÓN VERDE-RESIDENCIA;9;28110;1;B3;457860;4494756;L-1
1808;8_13074;13074;CALDO-CASA DE LA JUVENTUD;9;28110;1;B3;457678;4494271;L-1
1809;8_17110;17110;NUEVA-CENTRO DE SALUD;152;28250;1;B3;421291;4492941;1, 4, 5
1810;8_17338;17338;ALBERCA-BÁRBARA DE BRAGANZA;22;28660;1;B2;425146;4473485;1, 4
1811;8_17348;17348;PLAYA DE RIAZOR-PLAYA DE COMILLAS;22;28669;1;B2;424360;4478275;3
1812;8_16332;16332;ROSALIA DE CASTRO-LILI ÁLVAREZ;161;28340;2;B3;441382;4449777;7
1813;8_08976;8976;AV.PORTUGAL-CONCESIONARIO;92;28935;1;B2;423549;4462305;5
1814;8_17392;17392;VIRGILIO-ATLÁNTIDA;161;28341;1;B3;441241;4447723;6
1815;8_17393;17393;VIRGILIO-TEBAS;161;28341;1;B3;440938;4447794;6
1816;8_17394;17394;VIRGILIO-ATLÁNTIDA;161;28340;1;B3;441258;4447693;6
1817;8_17519;17519;PºCONDE LOS GAITANES Nº65;6;28109;1;B1;447452;4486385;1
1818;8_17521;17521;CAMINO DEL GOLF-CAMINO DE MESONCILLOS;6;28109;1;B1;448069;4486098;1
1819;8_13079;13079;AV.DOCE OCTUBRE-CENTRO DE SALUD;132;28330;1;B3;450882;4451427;1, L-1
1820;8_13086;13086;AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN;132;28330;1;B3;451652;4451562;1
1821;8_17699;17699;NORIAS-PARQUE;80;28221;2;B2;427993;4480604;2
1822;8_09682;9682;AV.ENCUARTES-HIERBABUENA;903;28760;1;B2;439774;4494959;2, 4, 5
1823;8_10741;10741;AV.RODEO-BAJA;152;28250;1;B3;424664;4491949;5
1824;8_10212;10212;JUAN DE TOLEDO-CODOLOSA;131;28200;1;C1;403522;4494581;2, 4
1825;8_17923;17923;J.RODRIGO-HOSPITAL PUERTA DE HIERRO;80;28222;2;B2;425902;4478148;1
1826;8_17924;17924;J.RODRIGO-HOSPITAL PUERTA DE HIERRO;80;28222;2;B2;425764;4478140;2
1827;8_17925;17925;RUPERTO CHAPÍ-JOAQUIN RODRIGO;80;28222;2;B2;426367;4478150;1
1828;8_16331;16331;ROSALIA DE CASTRO-LILI ÁLVAREZ;161;28340;2;B3;441352;4449811;7
1829;8_15716;15716;PRINCIPAL-EMBALSE VALMAYOR;54;28292;1;C1;411642;4493534;3
1830;8_08850;8850;RÍO TAJO-RÍO GUADIANA;22;28669;1;B2;422145;4476425;1
1831;8_08845;8845;RÍO TAJO-RÍO VÉLEZ;22;28669;1;B2;422248;4477141;1
1832;8_13003;13003;NORIAS-EST.MAJADAHONDA;80;28220;2;B2;428231;4480989;1
1833;8_08830;8830;RÍO ALGODOR-RÍO DUERO;22;28669;1;B2;422799;4476208;1
1834;8_08831;8831;RÍO ALGODOR-RÍO DUERO;22;28669;1;B2;422817;4476198;1
1835;8_08832;8832;RÍO DUERO-RÍO LEGA;22;28669;1;B2;422678;4476361;1
1836;8_08833;8833;RÍO DUERO-RÍO LEGA;22;28669;1;B2;422669;4476354;1
1837;8_08851;8851;RÍO TAJO-RÍO GUADIANA;22;28669;1;B2;422169;4476412;1
1838;8_08855;8855;RÍO GUADARRAMA-RÍO TAJO;22;28669;1;B2;422277;4475946;1
1839;8_08860;8860;AV.MONTE OLIVAR-MONTE VELETA;22;28669;1;B2;422929;4475046;1
1840;8_08862;8862;AV.MONTE OLIVAR-COLEGIO;22;28669;1;B2;423275;4474671;1
1841;8_08867;8867;AV.MONTE OLIVAR-MONTE ARCHANDA;22;28669;1;B2;423477;4474637;1
1842;8_08884;8884;AV.LAS LOMAS-VALLE DE TENA;22;28669;1;B2;424224;4476254;2
1843;8_08889;8889;AV.VALDEPASTORES-ISLAS CANARIAS;22;28669;1;B2;424645;4475669;2
1844;8_08890;8890;AV.VALDEPASTORES-ISLA CRISTINA;22;28669;1;B2;425224;4475100;2
1845;8_08891;8891;AV.VALDEPASTORES-CIUDADELA;22;28669;1;B2;425176;4475118;2
1846;8_07212;7212;AV.CASTILLA-PQUE.EMP.SAN FERNANDO;130;28850;1;B1;456707;4478302;1
1847;8_17636;17636;S. DE AYLLÓN-PQUE. EMP.SAN FERNANDO;130;28850;1;B1;456717;4478294;1
1848;8_07228;7228;AV.CASTILLA-CUATRO MARES;130;28850;1;B2;457577;4478415;1
1849;8_06310;6310;SAN BLAS-URB.CASABLANCA;47;28400;1;B3;416275;4500247;4
1850;8_07297;7297;JOSÉ ALIX ALIX-AV.MONTSERRAT;130;28830;1;B1;454885;4475739;1
1851;8_06205;6205;AV.GUADARRAMA-AV.REYES CATÓLICOS;80;28220;1;B2;426328;4481579;1
1852;8_07252;7252;PRESA-RAFAEL SÁNCHEZ FERLOSIO;130;28830;1;B1;455174;4475635;1
1853;8_12593;12593;AV.MONTSERRAT-HUESCA;130;28830;1;B1;455110;4475754;1
1854;8_17270;17270;JOAQUÍN TURINA-CENTRO DE SALUD;80;28220;2;B2;426843;4478104;1
1855;8_17271;17271;VÍA COMPLUTENSE-CTRA.A2;5;28805;6;B3;471550;4483594;11, 1A, 1B
1856;8_17277;17277;AV.CIRCUNVALACIÓN-AV.LOS CHARCOS;104;28860;1;B1;457301;4483278;1, 2
1857;8_17278;17278;AV.CIRCUNVALACIÓN-AV.LOS CHARCOS;104;28860;1;B1;457290;4483334;1, 2
1858;8_17279;17279;AV.CIRCUNVALACIÓN-NTRA.SRA.DE BELVÍS;104;28860;1;B1;457380;4483584;1, 2
1859;8_17280;17280;AV.CIRCUNVALACIÓN-NTRA.SRA.DE BELVÍS;104;28860;1;B1;457404;4483585;1, 2
1860;8_17281;17281;AV.JUAN PABLO II-SANTIAGO APÓSTOL;104;28860;1;B1;457202;4483756;1, 2
1861;8_17282;17282;AV.JUAN PABLO II-LOS ANDES;104;28860;1;B1;457220;4483796;1, 2
1862;8_15611;15611;CARMEN-PZA.MARÍA MÍNGUEZ;38;28470;1;C2;411031;4510754;1
1863;8_15613;15613;CTRA.M622-AV.MANUEL GLEZ.AMEZUA;38;28470;1;C2;411322;4510789;1
1864;8_18284;18284;LUIS BÉJAR-PZA.PADRE VALLET;115;28223;1;B1;431047;4476626;2
1865;8_18369;18369;CAMPOMANES-CTRA.MAJADAHONDA;115;28223;1;B1;430741;4476463;3
1866;8_18612;18612;NEPTUNO-ALCALDE AURELIO TALLÓN;80;28220;1;B2;426041;4480263;1
1867;8_08796;8796;CTRA.BOADILLA-URB.EL PAULAR;80;28220;1;B2;426355;4479720;2
1868;8_06057;6057;AV.TORRELODONES-URB.LAS MARÍAS;152;28250;1;B3;420233;4492335;1, 2, 4, 5
1869;8_06936;6936;CIRCUNVALACIÓN-CEDRO;148;28850;2;B2;461510;4478498;1A, 5A
1870;8_10626;10626;CTRA.M300-MONTE ACHO;14;28500;1;B3;459048;4463085;2
1871;8_07132;7132;AV.SAN PABLO-CLÍNICA;49;28823;4;B1;454944;4476483;1
1872;8_07139;7139;AV.SAN PABLO-CLÍNICA;49;28823;4;B1;454925;4476451;1
1873;8_06414;6414;AV.ESPARTA-JÚPITER;127;28230;1;B2;422940;4485546;2
1874;8_10627;10627;REYES MAGOS-INSTITUTO;14;28500;1;B3;459665;4462963;1, 2
1875;8_15750;15750;AV.VALDEARGANDA-VDA.YEGUAS;14;28500;1;B3;461177;4463423;1
1876;8_15753;15753;PºNAVEGANTES-PZA.MARINA;14;28500;1;B3;463547;4460789;2
1877;8_17507;17507;SAN SEBASTIÁN-PZA.NICARAGUA;14;28500;1;B3;461777;4462261;1
1878;8_10642;10642;CºPUENTE VIEJO-ÁVILA;14;28500;1;B3;461060;4462087;1
1879;8_10646;10646;BREZO-PINO;14;28500;1;B3;460507;4462988;1
1880;8_06806;6806;AV.ARAGÓN-PARQUE VELÓDROMO;134;28700;1;B1;446865;4490129;4
1881;8_07468;7468;MONTE POTRERO-ESTRELLA DE ORIENTE;14;28500;1;B3;459530;4462976;1, 2
1882;8_06809;6809;JAZMÍN-IRIS;6;28109;1;B1;445465;4486339;3, 5
1883;8_07462;7462;CTRA.LOECHES-PARQUE;14;28500;1;B3;462434;4461734;1, 2
1884;8_06812;6812;AZALEA-BEGONIA;6;28109;1;B1;446112;4486734;1, 2, 3, 5
1885;8_06814;6814;DALIA-LAUREL;6;28109;1;B1;446017;4486282;3, 5
1886;8_06815;6815;DALIA-JAZMÍN;6;28109;1;B1;445728;4486029;3, 5
1887;8_06817;6817;AZALEA-PZA.DEL SOTO;6;28109;1;B1;445014;4485727;3
1888;8_06818;6818;AZALEA-ZARZAMORA;6;28109;1;B1;445189;4486145;3, 5
1889;8_06821;6821;AZALEA-DALIA;6;28109;1;B1;446340;4486476;2
1890;8_06823;6823;PºALCOBENDAS-SALVIA;6;28109;1;B1;446667;4486436;1
1891;8_06825;6825;PºALCOBENDAS-CºANCHO;6;28109;1;B1;447027;4486672;1, 2
1892;8_06827;6827;PºALCOBENDAS-C.C.BULEVAR;6;28109;1;B1;447450;4486760;1, 2
1893;8_06831;6831;PºALCOBENDAS-URB.LEVIT PARK;6;28109;1;B1;448250;4486667;1, 2
1894;8_06832;6832;CAMINO VIEJO-PºCONDE DE LOS GAITANES;6;28109;1;B1;448563;4486396;1, 2
1895;8_09754;9754;CTRA.LOECHES-PARQUE;14;28500;1;B3;462431;4461716;2, 4
1896;8_06843;6843;CTRA.M603-POL.IND.CALABOZOS;6;28108;1;B1;444630;4486565;6
1897;8_06791;6791;AV.COLMENAR VIEJO-RÍO DUERO;134;28700;1;B1;446677;4488863;4, 5
1898;8_06794;6794;AV.SIERRA-NAVAS DE TOLOSA;134;28700;1;B1;446546;4489244;4, 5
1899;8_06795;6795;AV.SIERRA-CERVANTES;134;28700;1;B1;446534;4489250;4
1900;8_12266;12266;AV.DOCTOR M.JARABO-LA CAÑADA;132;28339;1;B3;450405;4451813;1, L-1
1901;8_17244;17244;PZA.ABASTO-C.C.ESPACIO TORRELODONES;152;28250;1;B3;422176;4491544;1
1902;8_15740;15740;COMPRENSIÓN-AV.TOLERANCIA;14;28500;1;B3;462409;4462375;1, 4
1903;8_15744;15744;SOLIDARIDAD-AV.DERECHOS HUMANOS;14;28500;1;B3;462167;4462260;4
1904;8_15746;15746;AV.VILLARES-AV.VEGA;14;28500;1;B3;461930;4462762;1
1905;8_15748;15748;AV.VALDEARGANDA-VENCEJO;14;28500;1;B3;461422;4463131;1
1906;8_15749;15749;AV.VALDEARGANDA-CTRA.M300;14;28500;1;B3;461225;4463477;1
1907;8_15751;15751;CºMOLINO-PZA.PESCADORES;14;28500;1;B3;463339;4460734;1, 4
1908;8_15752;15752;CºMOLINO-PZA.PESCADORES;14;28500;1;B3;463367;4460756;1
1909;8_15754;15754;PºNAVEGANTES-PZA.MARINA;14;28500;1;B3;463538;4460811;2
1910;8_15755;15755;PºNAVEGANTES-PZA.PUERTA LEVANTE;14;28500;1;B3;463851;4460721;2
1911;8_15463;15463;PANAMÁ-CHILE;127;28230;1;B2;423786;4488603;2
1912;8_17337;17337;CTRA.LOECHES-HACIENDA;148;28850;3;B2;460132;4478172;3
1913;8_17432;17432;AV.AMÉRICA-CENTRO DE SALUD;106;28983;1;B2;435235;4453602;3
1914;8_11313;11313;VDA.YEGUAS-AV.GUIJAR;14;28500;1;B3;460693;4463197;1
1915;8_15756;15756;PºNAVEGANTES-PZA.PUERTA LEVANTE;14;28500;1;B3;463823;4460760;2
1916;8_17347;17347;COMUNIDAD CANARIA-CTRA.M516;22;28660;1;B2;425864;4477486;3
1917;8_17345;17345;COMUNIDAD CANARIA-CTRA.M516;22;28660;1;B2;425886;4477471;3
1918;8_07456;7456;CºPUENTE VIEJO-SEVILLA;14;28500;1;B3;461476;4461918;1
1919;8_17508;17508;SAN SEBASTIÁN-PZA.NICARAGUA;14;28500;1;B3;461818;4462278;1, 4
1920;8_09474;9474;AV.CASTILLA-C.C.EL VAL;5;28804;5;B3;470578;4481908;6, 8
1921;8_08646;8646;AV.ROSALES-LAUREL;92;28935;1;B2;420927;4462190;5
1922;8_17872;17872;RÍO EBRO-RÍO ODIEL;92;28935;4;B2;425451;4463099;1
1923;8_17873;17873;RÍO EBRO-RÍO ODIEL;92;28935;4;B2;425444;4463117;1
1924;8_17874;17874;RÍO SEGURA-AV.ONU;92;28935;4;B2;425334;4462726;1
1925;8_17827;17827;AV.VALENCIA-RECINTOS FERIALES;14;28500;1;B3;463069;4461808;2
1926;8_15734;15734;PºILUSIÓN-GAVIOTA;14;28500;1;B3;462492;4462606;4
1927;8_17886;17886;OLMO-CEDRO;40;28350;3;B3;446238;4446661;1
1928;8_12202;12202;AV.FRANCIA-EST.RIVAS VACIAMADRID;123;28521;1;B2;455954;4464516;1
1929;8_16716;16716;AV.JOSÉ HIERRO-JOSÉ SARAMAGO;123;28522;1;B1;454509;4467248;1
1930;8_16541;16541;BRASIL-CONSTITUCIÓN;58;28946;2;B2;433376;4459479;6
1931;8_16921;16921;ESTAFETA-PºLOS PARQUES;6;28109;1;B1;444857;4485160;3
1932;8_16922;16922;CTRA.MEDIODÍA-PUENTE DEL ENCINAR;79;28050;16;B1;444886;4484887;3
1933;8_16923;16923;CTRA.MEDIODÍA-URB.PUERTA ENCINAR II;79;28050;1;B1;445144;4484837;3
1934;8_16924;16924;CTRA.MEDIODÍA-VEREDA DEL PALACIO;79;28050;16;B1;445401;4484568;3
1935;8_08181;8181;AV.PABLO IGLESIAS-POSITO;58;28942;9;B2;429030;4462023;1, N5
1936;8_12427;12427;AV.PABLO IGLESIAS-JUVENTUD;58;28942;9;B2;429021;4461996;1, 4
1937;8_10204;10204;CTRA.M600-URB.LA PIZARRA;131;28200;1;C1;405837;4496832;2
1938;8_16190;16190;AV.MATAPIÑONERA-PLAZA NORTE;134;28709;1;B1;447892;4488461;4
1939;8_12849;12849;FERROCARRIL-PINTOR ROSALES;65;28904;3;B1;437567;4461702;1, 6
1940;8_12858;12858;ALAMEDA BAJA-NAVACERRADA;903;28760;1;B2;442253;4496149;3
1941;8_17501;17501;SOLANA-CTRA.LOECHES;148;28850;2;B2;460015;4478418;1B, 5B
1942;8_07929;7929;AV.MAR MEDITERRÁNEO-CENTRO DE SALUD;74;28913;3;B1;435055;4465582;1
1943;8_17133;17133;CIUDAD DE TOLEDO-PATRIMONIO MUNDIAL;13;28300;4;C1;448233;4435039;4
1944;8_16409;16409;CÓRDOBA-CATEDRAL DE BURGOS;13;28300;4;C1;448485;4435284;4
