OBJECTID;IDESTACION;FECHAACTUAL;CODIGOESTACION;DENOMINACION;CODIGOEMPRESA;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
1408;6_632;20190912;632;Pº HABANA-MACARENA;2143;79;28036;5;A;442419;4479471;14
1409;6_573;20190912;573;MQUES.DE ZAFRA-RUFINO BLANCO;780;79;28028;4;A;443765;4475434;12
1410;6_637;20190912;637;CONCHA ESPINA-PZA.SAGRADOS CORAZONES;96;79;28036;5;A;441874;4478360;14, 150
1411;6_1354;20190912;1354;Pº. EXTREMADURA;894;79;28024;10;A;434517;4471877;39, N19
1412;6_1356;20190912;1356;Pº. EXTREMADURA;898;79;28024;10;A;433945;4471321;39, N19
1413;6_1358;20190912;1358;AV.AVIACION-MEDINA DEL CAMPO;644;79;28024;10;A;433329;4470548;39, 139, N19
1414;6_1359;20190912;1359;AV.AVIACION-MONROY;646;79;28044;10;A;433566;4470197;39, 139, N19
1415;6_1362;20190912;1362;SALORINO-NAVALMORAL;905;79;28044;10;A;434082;4470151;39
1416;6_1371;20190912;1371;Pº EXTREMADURA Nº 441;897;79;28024;10;A;434354;4471684;39, N19
1417;6_1372;20190912;1372;Pº EXTREMADURA-AV.POBLADOS;895;79;28024;10;A;434657;4471980;39, N19
1418;6_1373;20190912;1373;Pº EXTREMADURA-CAMPAMENTO;893;79;28024;10;A;434871;4472192;39, N19
1419;6_1251;20190912;1251;GRAL.RICARDOS-VISTA ALEGRE;342;79;28025;11;A;437527;4470969;34, 35, N17
1420;6_1256;20190912;1256;GRAL.RICARDOS-IGLESIA;331;79;28019;11;A;439061;4472136;34, 35, 118, 119, N26
1421;6_1262;20190912;1262;RONDA DE VALENCIA;321;79;28012;2;A;440595;4473183;34, 36, 41, 119, N12, N15
1422;6_1266;20190912;1266;NTRA.SRA.FATIMA-EUGENIA DE MONTIJO;1156;79;28047;11;A;436552;4470191;35, N17
1423;6_1268;20190912;1268;AV.CARABANCHEL ALTO-GOMEZ ARTECHE;1158;79;28054;11;A;436158;4469304;35, 47, N17
1424;6_1270;20190912;1270;ALFREDO ALEIX-GOMEZ ARTECHE;1160;79;28044;11;A;435747;4469087;35, 47, N17
1425;6_1271;20190912;1271;PIQUEÑAS-JACOBEO;1161;79;28044;11;A;435483;4468991;35, 47, N17
1426;6_1272;20190912;1272;Cº DE LAS CRUCES-MARIANISTAS;1162;79;28044;11;A;435562;4469213;35, 47, N17
1427;6_1274;20190912;1274;GOMEZ ARTECHE-ALZINA;1164;79;28044;11;A;435916;4469193;35, 47, N17
1428;6_1276;20190912;1276;NTRA.SRA.FATIMA-EUGENIA DE MONTIJO;1157;79;28025;11;A;436564;4470212;35, N17
1429;6_904;20190912;904;Pº ALBERTO PALACIOS-JUAN PEÑALVER;2181;79;28021;17;A;439512;4466417;22, 79, N14
1430;6_3872;20190912;3872;Cº HORMIGUERAS-Cº POZO TIO RAIMUNDO;5039;79;28031;18;A;445087;4469546;130, T31
1431;6_3875;20190912;3875;Pº DELICIAS-TOMAS BRETON;5036;79;28045;2;A;441201;4472335;8, 19, 45, 47, 59, 85, 86, 247
1432;6_3876;20190912;3876;BENJAMIN PALENCIA-PZA.PEDRO MARCOS;5055;79;28038;13;A;445275;4471942;54
1433;6_3877;20190912;3877;BENJAMIN PALENCIA-PZA.PEDRO MARCOS;5056;79;28038;13;A;445273;4471954;54, N10
1434;6_3880;20190912;3880;DR.FEDERICO RUBIO Nº 1;5098;79;28039;6;A;440038;4477908;44, 127
1435;6_3884;20190912;3884;ARTURO SORIA-PILAR CAVERO;5153;79;28027;15;A;445225;4477645;21
1436;6_3885;20190912;3885;MARMOLINA-CAMPO DE LA TORRE;5118;79;28032;19;A;448592;4472286;100, E3
1437;6_1032;20190912;1032;CONDE DE PEÑALVER-J.ORTEGA Y GASSET;2221;79;28006;4;A;442843;4475934;26, 61, N3
1438;6_3867;20190912;3867;Cº VINATEROS-CORR.D.VALDERRABANO;4977;79;28030;14;A;444299;4473736;30, 32
1439;6_432;20190912;432;MAR DE LAS ANTILLAS-MAR NEGRO;1849;79;28033;16;A;445400;4480817;9, 107, N2
1440;6_434;20190912;434;LOPEZ DE HOYOS-VALDETORRES DEL JARAMA;2038;79;28033;16;A;445056;4480600;9, 72, N2
1441;6_1122;20190912;1122;PRINCIPE DE VERGARA-GOYA;2228;79;28001;4;A;442401;4475388;29, 52, N2
1442;6_932;20190912;932;ESTAFETA-AV.SAN FERMIN;944;79;28041;12;A;441357;4469435;23, 78, 123, N12
1443;6_933;20190912;933;ESTAFETA-NAVASCUES;942;79;28041;12;A;441344;4469577;23, 78, 123
1444;6_744;20190912;744;VIA CARPETANA-PETIRROJO;4711;79;28025;11;A;436982;4471495;17
1445;6_746;20190912;746;VIA CARPETANA-LOPEZ MEZQUIA;5506;79;28019;11;A;437409;4472011;17, 25, N16
1446;6_747;20190912;747;VIA CARPETANA-MOCHUELO;560;79;28019;11;A;437516;4472198;17, 25, N16
1447;6_2350;20190912;2350;CAMPOS IBAÑEZ-J.JOSE MTNEZ.SECO;1446;79;28021;17;A;441902;4467311;85, 123, N13
1448;6_2373;20190912;2373;AVDA. MARUJA MALLO;4785;79;28050;16;A;446628;4481236;87
1449;6_2497;20190912;2497;PLAZA AMANECER EN MENDEZ ALVARO;3913;79;28045;2;A;442006;4472516;102, 152, N11, N13
1450;6_2539;20190912;2539;ANGEL MUJICA-SAN DACIO;3234;79;28034;8;A;441893;4482158;124, 137, N24
1451;6_2590;20190912;2590;MANOJO DE ROSAS-BOHEMIOS;3147;79;28041;17;A;440922;4467797;116
1452;6_3970;20190912;3970;BAHIA ALMERIA-BAHIA PALMA;5198;79;28042;21;A;449935;4479611;151, 166
1453;6_3966;20190912;3966;MENENDEZ PELAYO-GRANADA;5235;79;28007;3;A;442413;4473196;152
1454;6_3969;20190912;3969;BAHIA ALMERIA-AV.LOGROÑO;5197;79;28042;21;A;450046;4479444;151
1455;6_3967;20190912;3967;MENENDEZ PELAYO-CAVANILLES;5233;79;28007;3;A;442494;4473355;152
1456;6_2678;20190912;2678;RICARDO ORTIZ-SAN SECUNDINO;3067;79;28017;15;A;444347;4475190;110, 210
1457;6_2733;20190912;2733;JOSEFA VALCARCEL-JUAN RIZI;3110;79;28027;20;A;446023;4477919;114
1458;6_2878;20190912;2878;VILLAAMIL-SAN RESTITUTO;1680;79;28039;6;A;439967;4479763;128
1459;6_2899;20190912;2899;AV.SAN LUIS-AV.BURGOS;127;79;28036;5;A;442890;4481550;129, 150
1460;6_2926;20190912;2926;Cº HORMIGUERAS-CASAS DE MIRAVETE;1807;79;28031;18;A;445628;4469775;130, T31
1461;6_2949;20190912;2949;CTRA. VILLAVERDE A VALLECAS-UNANIMIDAD;1798;79;28041;17;A;441954;4467914;23, 130
1462;6_3033;20190912;3033;SEPULVEDA-CASTROSERNA;1471;79;28011;10;A;436525;4473045;138, N18
1463;6_3058;20190912;3058;PIO FELIPE-BENJAMIN PALENCIA;2516;79;28038;13;A;444772;4472010;54, 141, 143
1464;6_3088;20190912;3088;SIERRA TOLEDANA-Cº VALDERRIBAS;3316;79;28038;13;A;444033;4472539;141
1465;6_3162;20190912;3162;BRAVO MURILLO-QUEVEDO;3389;79;28015;7;A;440356;4476445;37, 149, N23
1466;6_3195;20190912;3195;JAZMIN-GOLFO DE SALONICA;3245;79;28033;15;A;443954;4481694;129
1467;6_3230;20190912;3230;LOS EMIGRANTES-TREFACIO;475;79;28043;16;A;446187;4479863;112, 120, 153
1468;6_3974;20190912;3974;BAHIA PALMA-BAHIA ALMERIA;5203;79;28042;21;A;449901;4479637;151, 166
1469;6_128;20190912;128;MAYOR Nº 21;1887;79;28012;1;A;440159;4474405;3, N16
1470;6_132;20190912;132;HORTALEZA-GRAVINA;278;79;28004;1;A;440842;4475217;3
1471;6_136;20190912;136;STA.ENGRACIA-GRAL.MTNEZ.CAMPOS;1869;79;28010;7;A;440867;4476438;3, 37, N23
1472;6_139;20190912;139;STA.ENGRACIA-RIOS ROSAS;1398;79;28003;7;A;440615;4477217;3, 37, 149, N23
1473;6_149;20190912;149;HNOS.GARCIA NOBLEJAS-CANGAS DE ONIS;246;79;28037;15;A;446583;4475653;4, 38, 48, 70
1474;6_150;20190912;150;HNOS.GARCIA NOBLEJAS-GANDHI;4708;79;28037;15;A;446704;4475431;4, 38, 48, 70, 109, N6
1475;6_151;20190912;151;HNOS.GARCIA NOBLEJAS-FCO.L.CABALLERO;250;79;28037;15;A;446832;4475196;4, 38, 48, 70, N6
1476;6_152;20190912;152;ARCOS DE JALON-P.DEL VALLE;1200;79;28037;20;A;447045;4475014;4
1477;6_153;20190912;153;ARCOS DE JALON-SAN ROMAN VALLE;1202;79;28037;20;A;447355;4474837;4
1478;6_156;20190912;156;ALBERICIA-AV.GUADALAJARA;1208;79;28037;20;A;448114;4475050;153
1479;6_322;20190912;322;BACARES-CUEVAS DE ALMANZORA;512;79;28033;16;A;444055;4480949;7
1480;6_325;20190912;325;AV.SAN LUIS-ARTURO SORIA;502;79;28033;15;A;443484;4480984;7, 107
1481;6_326;20190912;326;ARTURO SORIA-ELADIO LOPEZ VILCHES;500;79;28033;15;A;443494;4480687;7, 29, 107
1482;6_330;20190912;330;COSTA RICA-PZA.JOSE MARIA SOLER;303;79;28016;5;A;443381;4479126;7, 11, 40, 87
1483;6_331;20190912;331;COSTA RICA-PARAGUAY;2388;79;28016;5;A;443101;4479084;7, 11, 40, 87
1484;6_333;20190912;333;COSTA RICA-PZA.REP.DOMINICANA;314;79;28016;5;A;442787;4479100;7, 11, 40, 87
1485;6_334;20190912;334;PRINCIPE DE VERGARA-COLOMBIA;440;79;28016;5;A;442709;4478993;7, 16, 29, 51, N1
1486;6_3041;20190912;3041;AV.AVIACION-SINFONIA;650;79;28054;10;A;434192;4469855;139
1487;6_3059;20190912;3059;BENJAMIN PALENCIA-HUMANES;2518;79;28038;13;A;445046;4471963;54
1488;6_3067;20190912;3067;ANDALUCES-AV.RAFAEL ALBERTI;2527;79;28038;13;A;445866;4471506;54, 144, N10
1489;6_3070;20190912;3070;MALGRAT MAR-PONT MOLINS;2521;79;28038;13;A;445494;4471894;54, N10
1490;6_2988;20190912;2988;MONFORTE DE LEMOS-PARQUE NORTE;1732;79;28029;8;A;441471;4481395;134, 137
1491;6_2998;20190912;2998;LA MASO-NURIA;1751;79;28034;8;A;440016;4483109;134
1492;6_2914;20190912;2914;AVDA.MANOTERAS-AVDA.BURGOS;3268;79;28050;16;A;443141;4482465;174
1493;6_2919;20190912;2919;AV.BURGOS-AV.SAN LUIS;3266;79;28036;5;A;442820;4481586;174
1494;6_2934;20190912;2934;VILLABLANCA-LAGO VAN;4559;79;28032;19;A;448673;4473423;100, SE723
1495;6_2853;20190912;2853;FERMIN CABALLERO-ISLA DE TABARCA;1624;79;28035;8;A;438940;4481261;67, 127, N21
1496;6_2857;20190912;2857;STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.;1643;79;28039;9;A;439716;4479265;126, 127, 132, N21
1497;6_2867;20190912;2867;FTE.CARRANTONA-AV.DAROCA;4763;79;28032;15;A;446981;4474347;140, E2
1498;6_5448;20190912;5448;OCA-PINZON;3716;79;28025;11;A;437270;4471369;N26
1499;6_49;20190912;49;CARTAGENA-CLARA DEL REY;717;79;28002;5;A;442979;4476973;1, 72
1500;6_53;20190912;53;GUZMAN EL BUENO Nº 139;186;79;28003;7;A;439696;4477679;2
1501;6_750;20190912;750;VIA CARPETANA-Pº ERMITA DEL SANTO;592;79;28047;11;A;438593;4473218;17, N16
1502;6_754;20190912;754;TOLEDO-HUMILLADERO;548;79;28005;1;A;439886;4473659;17, 18, 23, 35, N26
1503;6_755;20190912;755;TOLEDO-LA LATINA;546;79;28005;1;A;440036;4473898;17, 18, 23, 35, N26
1504;6_758;20190912;758;TOLEDO Nº 140;914;79;28005;2;A;439595;4473039;18, 23, 35, N26
1505;6_3868;20190912;3868;Cº VINATEROS-PICO ARTILLEROS;4979;79;28030;14;A;445503;4473287;71
1506;6_3869;20190912;3869;Cº VINATEROS-PICO ARTILLEROS;4978;79;28030;14;A;445510;4473257;71
1507;6_103;20190912;103;BRAVO MURILLO-CRISTOBAL BORDIU;1382;79;28003;7;A;440391;4477440;3, 37, 149
1508;6_104;20190912;104;JOSE ABASCAL-BRAVO MURILLO;807;79;28010;7;A;440432;4476879;3, 12
1509;6_106;20190912;106;GRAL.ALVAREZ CASTRO-ELOY GONZALO;1386;79;28010;7;A;440571;4476425;3
1510;6_123;20190912;123;GRAN VIA SAN FRANCISCO-AGUILA;1882;79;28005;1;A;439599;4473603;3, 60
1511;6_126;20190912;126;BAILEN-MAYOR;1876;79;28005;1;A;439586;4474256;3, N16
1512;6_127;20190912;127;MAYOR-AYUNTAMIENTO DE MADRID;1886;79;28005;1;A;439866;4474330;3, N16
1513;6_379;20190912;379;ARROYO FONTARRON-E.PALACIOS;1993;79;28030;14;A;445096;4472668;8
1514;6_442;20190912;442;AV.RAMON Y CAJAL-PADRE CLARET;462;79;28016;5;A;443633;4478401;9, 72, 73, 120, N2
1515;6_474;20190912;474;ARROYO OLIVAR-TTE.MUÑOZ DIAZ;2066;79;28018;13;A;444307;4471491;10
1516;6_498;20190912;498;ARROYO OLIVAR-MARTINEZ RIVA;5740;79;28053;13;A;443539;4471963;24, 111, 310
1517;6_567;20190912;567;TORRELAGUNA-CONDESA VENADITO;700;79;28027;15;A;444578;4477488;53, 122
1518;6_3512;20190912;3512;VILLALOBOS;2107;79;28018;13;A;444800;4470261;310
1519;6_3044;20190912;3044;AVDA.GRAL.FANJUL-JOSE DE CADALSO;654;79;28044;10;A;434626;4470746;139
1520;6_658;20190912;658;AV.DAROCA-LEDESMA;4474;79;28017;15;A;445197;4475629;15
1521;6_741;20190912;741;NTRA.SRA.DE LA LUZ-NTRA.SRA.FATIMA;588;79;28047;11;A;436663;4470898;17
1522;6_818;20190912;818;ENCOMIENDA DE PALACIOS-PICO ARTILLEROS;843;79;28030;14;A;445529;4472695;20
1523;6_909;20190912;909;DR.MARTIN AREVALO-AV.REAL DE PINTO;1198;79;28021;17;A;440105;4466613;22, 86, 130, 131
1524;6_3943;20190912;3943;SESEÑA Nº 31;5182;79;28024;10;A;435433;4472458;25
1525;6_3942;20190912;3942;SESEÑA Nº 34;5183;79;28024;10;A;435393;4472456;25
1526;6_1024;20190912;1024;CTA.SAN VICENTE-CADARSO;600;79;28013;1;A;439583;4474996;25, 39, 46, 62, 75, 138, 148, C1, N18, N19, N20
1527;6_1219;20190912;1219;GRAL.RICARDOS-Pº MUÑOZ GRANDES;343;79;28025;11;A;437372;4470936;34, 35, N17
1528;6_1220;20190912;1220;GRAL. RICARDOS;345;79;28025;11;A;437081;4470709;34
1529;6_1221;20190912;1221;GRAL.RICARDOS-EUGENIA  DE MONTIJO;347;79;28025;11;A;436852;4470483;34
1530;6_1224;20190912;1224;RONDA DON BOSCO-PLAZA PARTERRE;353;79;28044;11;A;436337;4469927;34, 139
1531;6_1225;20190912;1225;RONDA DON BOSCO-PARAGUAYA;354;79;28044;11;A;436157;4469843;34
1532;6_1227;20190912;1227;JOAQUIN TURINA-NAVALMORALES;357;79;28044;11;A;435701;4469550;34
1533;6_1228;20190912;1228;GRAL.MILLAN ASTRAY-GRAL.SALIQUET;359;79;28044;10;A;435146;4469861;34, 155
1534;6_1232;20190912;1232;OLIVA DE PLASENCIA Nº 25;368;79;28044;10;A;434145;4470340;34
1535;6_1234;20190912;1234;AV.GRAL.FANJUL -EST.RENFE AGUILAS;371;79;28044;10;A;433912;4470543;17, 34
1536;6_1235;20190912;1235;AV.GENERAL FANJUL;373;79;28044;10;A;434098;4470621;34
1537;6_1237;20190912;1237;MIRABEL-PZA.CUACOS DE YUSTE;370;79;28044;10;A;433874;4470279;34
1538;6_1239;20190912;1239;GRAL.ROMERO BASART-JOSE DE CADALSO;364;79;28044;10;A;434811;4470112;34, N19
1539;6_1242;20190912;1242;JOAQUIN TURINA-NAVALMORALES;358;79;28044;11;A;435675;4469541;34
1540;6_1243;20190912;1243;JOAQUIN TURINA-POLVORANCA;356;79;28044;11;A;436062;4469515;34, 139
1541;6_1248;20190912;1248;GRAL.RICARDOS-NTRA.SRA.DE LA LUZ;346;79;28025;11;A;437081;4470691;34
1542;6_1119;20190912;1119;PRINCIPE DE VERGARA-DIEGO DE LEON;2234;79;28006;4;A;442476;4476392;29, 52, N2
1543;6_1896;20190912;1896;JARDINES DE ARANJUEZ;3535;79;28042;21;A;448978;4478498;101, 105, 151
1544;6_3277;20190912;3277;BRAULIO GUTIERREZ-JOSE ARCONES GIL;977;79;28017;15;A;446303;4475805;28, N6
1545;6_3936;20190912;3936;FCO.ALTIMIRAS-AV.LOS TOREROS;688;79;28028;4;A;443819;4476332;53, 74
1546;6_3322;20190912;3322;AV.BUENOS AIRES-ARROYO OLIVAR;3297;79;28038;13;A;444677;4471355;136
1547;6_3895;20190912;3895;VALDETORRES DE JARAMA-ROGELIO MUÑOZ;485;79;28033;16;A;445263;4480559;120, 125, 172, 172SF
1548;6_3899;20190912;3899;FUENTESPINA-CENTRO DE SALUD;4787;79;28031;18;A;448881;4470373;58, 63
1549;6_3900;20190912;3900;FUENTESPINA-CENTRO DE SALUD;4788;79;28031;18;A;448888;4470360;63, 145
1550;6_3902;20190912;3902;BERROCAL-PZA.DE LOS METALES;5074;79;28021;17;A;442760;4466036;85, 123, N12
1551;6_3903;20190912;3903;BERROCAL-PZA.DE LOS METALES;5073;79;28021;17;A;442789;4466045;85, 123, N12
1552;6_3906;20190912;3906;ALCALA-ALBARRACIN;5076;79;28037;20;A;446179;4476817;77, 104, N5
1553;6_3907;20190912;3907;ALHAMBRA-CULLERA;5100;79;28047;10;A;436955;4472371;31, 55, 119
1554;6_3908;20190912;3908;DR.TOLOSA LATOUR-ACCESO 12 OCTUBRE;2870;79;28041;12;A;440466;4469693;81, 121
1555;6_3909;20190912;3909;CAMPOS IBAÑEZ-Pº ESTACION;5085;79;28021;17;A;441906;4467443;85, 123
1556;6_3913;20190912;3913;VILLABLANCA-GRAN VIA DEL ESTE;3875;79;28032;19;A;449542;4472952;100, 106, N7, SE723
1557;6_3929;20190912;3929;PARADORES-VENTA VIEJA;5127;79;28023;9;A;429492;4481351;162
1558;6_3935;20190912;3935;GRAN VIA-CLAVEL;5138;79;28013;1;A;440784;4474764;1, 2, 46, 74, 146, M2, N18, N19, N20, N21
1559;6_3938;20190912;3938;Cº POZO TIO RAIMUNDO-LUIS I;2114;79;28031;18;A;444862;4469648;T31
1560;6_3980;20190912;3980;MARTINEZ IZQUIERDO-FCO.SILVELA;2474;79;28028;4;A;443186;4476203;N3
1561;6_211;20190912;211;ESTACION DE CHAMARTIN;1917;79;28036;5;A;442257;4480561;5, T62
1562;6_212;20190912;212;AGUSTIN FOXA-JOSE VASCONCELOS;1916;79;28046;5;A;441993;4480387;5, T62
1563;6_216;20190912;216;PZA.DE CUZCO;34;79;28046;6;A;441581;4479061;5, 27, 40, 147, N22, N24
1564;6_217;20190912;217;GRAL.YAGUE-CAPITAN HAYA;1913;79;28020;6;A;441370;4478851;5, 126
1565;6_218;20190912;218;ORENSE-GRAL.YAGUE;1911;79;28020;6;A;441202;4478823;5, 149
1566;6_221;20190912;221;ORENSE-BASILICA;1905;79;28020;6;A;441147;4478142;5, 149
1567;6_223;20190912;223;MODESTO LAFUENTE-MARIA DE GUZMAN;1901;79;28003;7;A;441099;4477500;5
1568;6_224;20190912;224;MODESTO LAFUENTE-RIOS ROSAS;1899;79;28003;7;A;441076;4477207;5
1569;6_227;20190912;227;GRAL.MARTINEZ CAMPOS-ZURBANO;1894;79;28010;7;A;441363;4476479;5, 16, 61
1570;6_231;20190912;231;Pº CASTELLANA-PZA.DE COLON;63;79;28046;7;A;441529;4475481;5, 14, 27, 45, 150, N1, N22, N24, N25, N26
1571;6_233;20190912;233;Pº RECOLETOS-BARBARA DE BRAGANZA;68;79;28004;1;A;441447;4475132;5, 14, 27, 37, 45, 53, 150
1572;6_235;20190912;235;ALCALA-GRAN VIA;3411;79;28013;1;A;440917;4474652;9
1573;6_236;20190912;236;PZA.JACINTO BENAVENTE;1918;79;28012;1;A;440413;4474196;6, 26, 32, 65, N26
1574;6_237;20190912;237;PZA.TIRSO DE MOLINA;1919;79;28012;1;A;440323;4473980;6, 26, 32, M1
1575;6_241;20190912;241;PZA.EMPERADOR CARLOS V-R.ATOCHA;1167;79;28012;2;A;441254;4473420;6, 59, 85, E1, N14
1576;6_245;20190912;245;JAIME EL CONQUISTADOR - EMBAJADORES;1931;79;28045;2;A;440866;4472350;6, 78, 148, N14
1577;6_246;20190912;246;JAIME EL CONQUISTADOR-EUGENIO SELLES;1933;79;28045;2;A;440841;4472124;6, 78, 148, N14
1578;6_248;20190912;248;PTO.CRUZ VERDE-PTO.MIRAVETE;3207;79;28045;2;A;441857;4470979;62
1579;6_58;20190912;58;GUZMAN EL BUENO-MELENDEZ VALDES;191;79;28015;7;A;439600;4476304;2
1580;6_61;20190912;61;O DONNELL-AV.MENENDEZ PELAYO;159;79;28009;3;A;442376;4474962;20, N8
1581;6_62;20190912;62;O DONNELL-NARVAEZ;157;79;28009;3;A;442736;4474963;2, 28, N6
1582;6_64;20190912;64;O DONNELL-DR.ESQUERDO;153;79;28009;3;A;443310;4474921;28, 203, E2, E3, N27, N6
1583;6_68;20190912;68;DR.ESQUERDO- HERMOSILLA;148;79;28009;4;A;443371;4475347;2, 56, 71, 143, 156, C1
1584;6_70;20190912;70;O DONNELL-DR.ESQUERDO;152;79;28009;4;A;443314;4474941;28, N6
1585;6_73;20190912;73;O DONNELL-AV.MENENDEZ PELAYO;158;79;28009;4;A;442392;4474987;2, 20, 28, N6, N8
1586;6_75;20190912;75;MARTIRES DE ALCALA-PRINCESA;175;79;28015;1;A;439569;4475680;2
1587;6_76;20190912;76;BLASCO DE GARAY-ALBERTO AGUILERA;176;79;28015;7;A;439735;4476009;2
1588;6_80;20190912;80;VALLEHERMOSO Nº 110;180;79;28003;7;A;440054;4477088;2
1589;6_81;20190912;81;JUAN VIGON Nº 23;181;79;28003;7;A;439928;4477340;2
1590;6_82;20190912;82;JUAN VIGON-GUZMAN EL BUENO;182;79;28003;7;A;439707;4477195;2
1591;6_83;20190912;83;GRAL. AMPUDIA;183;79;28003;7;A;439437;4477320;2
1592;6_86;20190912;86;AV.MENENDEZ PELAYO-MENORCA;195;79;28009;3;A;442473;4474759;20, 152, N8
1593;6_87;20190912;87;ALCALDE SAINZ DE BARANDA;196;79;28009;3;A;442694;4474463;N8
1594;6_92;20190912;92;IBIZA-MAIQUEZ;199;79;28009;3;A;443068;4474600;2, N8
1595;6_93;20190912;93;IBIZA-NARVAEZ;197;79;28009;3;A;442712;4474623;N8
1596;6_94;20190912;94;AV.MENENDEZ PELAYO-MENORCA;194;79;28009;3;A;442495;4474769;20, 152, N8
1597;6_96;20190912;96;GRAL.CABRERA-GRAL.YAGUE;1856;79;28020;6;A;441104;4478833;3
1598;6_100;20190912;100;SINESIO DELGADO-GINZO DE LIMIA;1494;79;28029;8;A;440555;4480780;42
1599;6_1131;20190912;1131;PICO ARTILLEROS-Cº VINATEROS;1268;79;28030;14;A;445657;4473118;30, 71
1600;6_1133;20190912;1133;AV.DEMOCRACIA-SIERRA GUADALUPE;1027;79;28031;13;A;447054;4470601;54, 58, 103, 130, 142, 143, E, H1, T31
1601;6_1134;20190912;1134;DR.GARCIA TAPIA-MOLINA DE SEGURA;1274;79;28030;14;A;445811;4473410;30, N8
1602;6_1136;20190912;1136;DR.GARCIA TAPIA-FOBOS;1277;79;28030;14;A;446188;4473500;30
1603;6_1137;20190912;1137;DR.GARCIA TAPIA-JOSE BERGAMIN;1275;79;28030;14;A;445968;4473575;30
1604;6_1142;20190912;1142;ENTREARROYOS-IGLESIA;1265;79;28030;14;A;444536;4473494;30, 32, N8
1605;6_1143;20190912;1143;ARROYO MEDIA LEGUA-ENTREARROYOS;1263;79;28030;14;A;444413;4473646;30, 32, 113, N8
1606;6_1144;20190912;1144;Cº VINATEROS-ARROYO MEDIA LEGUA;1261;79;28030;14;A;444467;4473768;30, 32, N8
1607;6_1147;20190912;1147;GOYA-DR.ESQUERDO;1255;79;28009;4;A;443313;4475303;30
1608;6_1149;20190912;1149;PZA.PUERTA CERRADA;2247;79;28005;1;A;439995;4474141;31, 50, 65
1609;6_1150;20190912;1150;SEGOVIA-CONDE;2249;79;28005;1;A;439783;4474127;31, 50, 65
1610;6_1151;20190912;1151;SEGOVIA-CTA.DE LA VEGA;2251;79;28013;1;A;439362;4474159;31, 50, 65
1611;6_1156;20190912;1156;Pº EXTREMADURA-ALBENIZ;877;79;28011;10;A;437659;4473840;31, 33, 36, 39, 65, N19
1612;6_1162;20190912;1162;HIGUERAS-HUERTA DE CASTAÑEDA;2256;79;28011;10;A;437103;4473458;31
1613;6_1163;20190912;1163;ALTO DE EXTREMADURA;880;79;28011;10;A;437462;4473725;31, 33, 36, 39, 65, N19
1614;6_1169;20190912;1169;SEGOVIA-RONDA SEGOVIA;2252;79;28005;1;A;439353;4474147;31, 50, 65
1615;6_1171;20190912;1171;PZA.PUERTA CERRADA;2248;79;28005;1;A;440045;4474103;31, 50, 65
1616;6_662;20190912;662;AV.MQUES.CORBERA-R.ORTIZ;959;79;28017;15;A;444447;4475103;15, 28, 110, 210, N6
1617;6_663;20190912;663;SAINZ DE BARANDA-R.T.V.E.;2169;79;28028;4;A;443912;4474955;15, 28, 71, N6
1618;6_935;20190912;935;SAN MARIO;938;79;28041;12;A;441398;4470078;23, 78, 123, N12
1619;6_936;20190912;936;Cº DE PERALES Nº 8;946;79;28026;12;A;441186;4470620;23, 123
1620;6_937;20190912;937;ANTONIO LOPEZ-SOCUELLAMOS;935;79;28026;12;A;441073;4470546;23, 123, N12
1621;6_941;20190912;941;ANTONIO LOPEZ-MATILDE GAYO;927;79;28026;12;A;440579;4471491;23
1622;6_942;20190912;942;ANTONIO LOPEZ-MARIBLANCA;925;79;28026;12;A;440414;4471680;23, N15
1623;6_948;20190912;948;AV.CDAD.BARCELONA-MENENDEZ PELAYO;1404;79;28007;3;A;442353;4473035;24, 37, 54, 57, 141, N10, N25
1624;6_949;20190912;949;AV.CDAD.BARCELONA-JUAN URBIETA;1406;79;28007;3;A;442558;4472907;24, 37, 54, 57, 141
1625;6_952;20190912;952;SIERRA MOLINA-PALOMERAS;2186;79;28053;13;A;443529;4471368;24
1626;6_954;20190912;954;ALFREDO CASTRO CAMBA-PINTOR SOROLLA;2190;79;28053;13;A;443224;4471014;24
1627;6_956;20190912;956;LAGARTERA-BUENDIA;2194;79;28053;13;A;443065;4470460;24
1628;6_960;20190912;960;AV.ENTREVIAS-RONDA SUR;2202;79;28053;13;A;444018;4469985;24
1629;6_961;20190912;961;VECINOS DEL POZO;2204;79;28053;13;A;444088;4469792;24, 102
1630;6_962;20190912;962;CABO MACHICHACO;2205;79;28053;13;A;444038;4469612;24, 102
1631;6_966;20190912;966;RONDA SUR-DEPOSITO DE AGUA;2209;79;28053;13;A;443999;4469836;24, 102, 103, N11
1632;6_967;20190912;967;AV.ENTREVIAS-RONDA SUR;2203;79;28053;13;A;444019;4470002;24
1633;6_969;20190912;969;AV.ENTREVIAS-SERENA;2199;79;28053;13;A;443572;4470306;24
1634;6_970;20190912;970;AV.ENTREVIAS-MEMBEZAR;2197;79;28053;13;A;443372;4470526;24
1635;6_974;20190912;974;MANUEL MAROTO-AV.SAN DIEGO;2189;79;28053;13;A;443308;4471243;24
1636;6_975;20190912;975;PCO.EMILIO FRANCO-PALOMERAS;4674;79;28053;13;A;443461;4471421;24
